단지명,전용면적,일일가격,위도,경도,지하철거리,환율,가장 가까운 버스정류장까지 거리(m),가장 가까운 버스정류장,1000m맛집,1000m문화공간,1000m문화재,1000m쇼핑,소비자물가지수,종합주가지수,주택담보대출금리,지하철역_을지로3가역,지하철역_동대문역사문화공원역,지하철역_동대입구역,지하철역_동묘앞역,지하철역_명동역,지하철역_버티고개역,지하철역_상왕십리역,지하철역_서대문역,지하철역_서울역,지하철역_시청역,지하철역_신금호역,지하철역_신당역,지하철역_신설동역,지하철역_약수역,지하철역_을지로4가역,지하철역_청구역,지하철역_충무로역,지하철역_충정로(경기대입구)역,지하철역_회현(남대문시장)역
파크원빌,20.01,11.84027778,37.56036707,127.0045435,173.3487208,1205.4,101.4930814,장충동.동국대입구,87,29,50,29,105.3,2724.02,2.88,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
한양I-Class,16.37,10.34722222,37.56710449,127.0232955,363.6031368,1427.2,29.19137096,황학동주민센터,23,7,4,23,108.93,2333.93,3.38,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
롯데캐슬,59.94,28.47222222,37.57081055,127.0214639,533.6157523,1341.4,99.4277459,황학동롯데캐슬,21,7,4,23,108.62,2479.57,3.27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
서울역센트럴자이,84.972,17.15277778,37.55478004,126.9644582,546.5467807,1197.1,161.2238443,손기정체육공원입구,47,20,55,4,105.3,2724.02,2.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
서울역센트럴자이,84.9918,24.16666667,37.55478004,126.9644582,546.5467807,1236.4,161.2238443,손기정체육공원입구,47,20,55,4,106.85,2703.24,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
롯데캐슬,59.94,25.13888889,37.57081055,127.0214639,533.6157523,1199.4,99.4277459,황학동롯데캐슬,21,7,4,23,105.3,2724.02,2.88,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
정동,46.26,7.138888889,37.56729037,126.9702944,364.0627756,1225.4,216.7067166,서대문역사거리.농협중앙회,137,40,96,9,106.06,2698.72,2.93,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
이지마루충무로,27.8,18.81944444,37.56330387,126.9994581,392.9992958,1272.7,62.70948034,퇴계로5가,108,36,53,32,107.56,2628.34,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
신성아파트,49.22,10.34722222,37.56354625,126.995815,280.8598005,1219.4,177.8616882,충무로역8번출구.대한극장앞,131,36,71,27,106.06,2698.72,2.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
남산롯데캐슬아이리스,103.49,56.7,37.55822471,126.9817445,310.7749621,1225.4,85.65990389,남산3호터널,163,48,118,11,106.06,2698.72,2.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
더플레이스충정로,22.67,12.90972222,37.55898079,126.9660682,169.5458754,1286.4,152.2182876,종근당.충정로역,90,31,86,5,107.56,2628.34,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
묵정,52.46,13.68055556,37.56070747,127.0000607,522.9444305,1205.6,185.8641739,퇴계로5가,115,37,59,31,106.06,2698.72,2.93,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
청계천두산위브더제니스,173.1707,87.5,37.5668676,127.0171229,117.1399006,1425.6,190.9665407,신당역.중앙시장앞,42,14,17,30,109.21,2230.27,3.52,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
삼성사이버빌리지,59.93,16.90972222,37.55892666,126.9643209,86.42285254,1257.6,66.59799483,종근당.충정로역,73,29,74,4,108.74,2474.95,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
남산타운(임대),32.76,3.061979167,37.54716677,127.0056772,153.7732237,1323.7,38.78579685,버티고개,30,13,28,6,108.74,2362.79,3.17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
더플레이스충정로,17.04,12.08333333,37.55898079,126.9660682,169.5458754,1436.6,152.2182876,종근당.충정로역,90,31,86,5,109.21,2230.27,3.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
롯데캐슬,84.92,36.5625,37.57081055,127.0214639,533.6157523,1312.1,99.4277459,황학동롯데캐슬,21,7,4,23,108.74,2362.79,3.17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DUO302,15.97,9.548611111,37.56657481,127.0232614,338.5274592,1266.4,33.55971285,황학동주민센터,23,7,4,23,107.56,2628.34,3.03,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
남산타운,84.88,27.54861111,37.54716677,127.0056772,153.7732237,1300.7,38.78579685,버티고개,30,13,28,6,108.74,2474.95,3.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
약수하이츠,32.67,2.663958333,37.5551916,127.0163594,358.1312623,1317.8,392.9343566,신당동대우푸르지오.금호여중,47,17,24,13,108.74,2362.79,3.17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
삼정아트테라스정동,17.7034,16.04166667,37.56325109,126.9720315,300.913761,1326.7,230.6842081,서소문KAL빌딩,143,42,101,11,108.62,2479.57,3.27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
한양I-Class,16.37,10.24305556,37.56710449,127.0232955,363.6031368,1286.4,29.19137096,황학동주민센터,23,7,4,23,107.56,2628.34,3.03,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
남산SKLEADERSVIEW,137.53,60.0,37.55912534,126.9806038,219.1012692,1312.8,184.967573,남산3호터널.서울애니메이션센터,163,50,119,11,108.74,2362.79,3.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
덕수궁롯데캐슬,56.2897,22.40972222,37.56370849,126.970043,377.9433754,1266.4,109.1088259,경찰청.동북아역사재단,140,40,99,9,107.56,2628.34,3.03,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
약수하이츠,57.63,26.94444444,37.5551916,127.0163594,358.1312623,1309.7,392.9343566,신당동대우푸르지오.금호여중,47,17,24,13,108.62,2479.57,3.27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
약수하이츠,84.88,27.54861111,37.5551916,127.0163594,358.1312623,1284.1,392.9343566,신당동대우푸르지오.금호여중,47,17,24,13,108.74,2474.95,3.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
롯데캐슬,84.9,32.29166667,37.57081055,127.0214639,533.6157523,1286.4,99.4277459,황학동롯데캐슬,21,7,4,23,107.56,2628.34,3.03,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
남산타운(임대),32.76,3.061979167,37.54716677,127.0056772,153.7732237,1312.9,38.78579685,버티고개,30,13,28,6,108.74,2362.79,3.17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
남산타운,84.88,30.48611111,37.54716677,127.0056772,153.7732237,1281.6,38.78579685,버티고개,30,13,28,6,107.56,2628.34,3.03,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
신당파인힐하나유보라,30.2477,13.97222222,37.56478,127.02471,413.0128704,1326.8,17.8702148,신당파인힐하나유보라,18,7,4,22,109.1,2417.56,3.62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
동대문와이즈캐슬,15.55,11.04166667,37.56575366,127.0154437,76.3137868,1218.5,102.6009616,충무아트센터.스포츠센터.중부소방서,52,17,26,31,106.85,2703.24,2.98,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
동대문와이즈캐슬,15.55,10.17361111,37.56575366,127.0154437,76.3137868,1225.4,102.6009616,충무아트센터.스포츠센터.중부소방서,52,17,26,31,106.06,2698.72,2.93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
더플레이스충정로,22.67,12.84027778,37.55898079,126.9660682,169.5458754,1194.3,152.2182876,종근당.충정로역,90,31,86,5,104.69,2865.55,2.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
현대,83.97,20.625,37.56050431,127.0229705,642.5304145,1292.9,145.0156737,금호베스트빌.래미안하이베르,27,9,13,16,108.74,2474.95,3.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
서제빌딩,24.2,11.07638889,37.56438992,127.0013309,356.6631034,1255.4,133.7108091,베이튼호텔,91,35,49,30,108.74,2474.95,3.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울역센트럴자이(임대),39.9541,37.5,37.55457608,126.963957,570.35221,1419.1,201.7103826,손기정체육공원입구,39,20,55,4,109.21,2230.27,3.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
남산타운,59.94,21.30555556,37.54716677,127.0056772,153.7732237,1391.7,38.78579685,버티고개,30,13,28,6,108.93,2333.93,3.38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
노블레스2,122.31,69.27083333,37.54963066,127.0052737,238.7738492,1189.9,199.0808983,송도병원앞,35,14,37,6,104.69,2865.55,2.82,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
삼정아트테라스정동,13.8874,14.6875,37.56325109,126.9720315,300.913761,1200.0,230.6842081,서소문KAL빌딩,143,42,101,11,104.69,2865.55,2.82,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
롯데캐슬,59.91,25.85416667,37.57081055,127.0214639,533.6157523,1197.1,99.4277459,황학동롯데캐슬,21,7,4,23,105.3,2724.02,2.88,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
롯데캐슬,33.62,2.833333333,37.57081055,127.0214639,533.6157523,1287.5,99.4277459,황학동롯데캐슬,21,7,4,23,108.74,2474.95,3.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
삼정아트테라스정동,21.9449,24.0625,37.56325109,126.9720315,300.913761,1304.0,230.6842081,서소문KAL빌딩,143,42,101,11,108.74,2362.79,3.17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
덕수궁롯데캐슬,117.7748,85.06944444,37.56370849,126.970043,377.9433754,1205.4,109.1088259,경찰청.동북아역사재단,140,40,99,9,105.3,2724.02,2.88,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
현대,83.97,25.13888889,37.56050431,127.0229705,642.5304145,1203.6,145.0156737,금호베스트빌.래미안하이베르,27,9,13,16,106.06,2698.72,2.93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
위더스하임,23.82,22.36111111,37.56615404,127.0142112,170.9367125,1391.7,107.6926625,충무아트센터.스포츠센터.중부소방서,50,15,17,31,108.93,2333.93,3.38,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
약수하이츠,114.92,35.625,37.5551916,127.0163594,358.1312623,1302.7,392.9343566,신당동대우푸르지오.금호여중,47,17,24,13,108.74,2362.79,3.17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
한양I-Class,16.37,8.715277778,37.56710449,127.0232955,363.6031368,1290.6,29.19137096,황학동주민센터,23,7,4,23,108.74,2474.95,3.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
롯데캐슬,59.94,26.94444444,37.57081055,127.0214639,533.6157523,1434.8,99.4277459,황학동롯데캐슬,21,7,4,23,108.93,2333.93,3.38,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
서울역센트럴자이,59.943,46.21527778,37.55478004,126.9644582,546.5467807,1274.6,161.2238443,손기정체육공원입구,47,20,55,4,107.56,2628.34,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
삼정아트테라스정동,17.7034,18.85416667,37.56325109,126.9720315,300.913761,1340.0,230.6842081,서소문KAL빌딩,143,42,101,11,109.1,2417.56,3.62,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
남산롯데캐슬아이리스,40.9,21.95833333,37.55822471,126.9817445,310.7749621,1265.7,85.65990389,남산3호터널,163,48,118,11,107.56,2628.34,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
서울역센트럴자이,84.9791,27.77777778,37.55478004,126.9644582,546.5467807,1190.8,161.2238443,손기정체육공원입구,47,20,55,4,104.69,2865.55,2.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
서울역한라비발디센트럴,84.9728,44.27083333,37.55457358,126.9658471,376.5303457,1197.8,37.00312507,손기정체육공원입구,67,24,65,4,104.69,2865.55,2.82,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
약수역더시티,18.86,15.625,37.55320546,127.0107186,121.6217751,1305.9,97.2262724,약수역,52,16,29,8,108.74,2362.79,3.17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
청구e편한세상,84.95,37.5,37.55996016,127.015451,148.0705762,1431.7,70.23484134,청구역,63,20,29,31,109.21,2230.27,3.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
남산타운,114.88,42.36111111,37.54716677,127.0056772,153.7732237,1351.4,38.78579685,버티고개,30,13,28,6,108.93,2333.93,3.38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
롯데캐슬,59.91,25.76388889,37.57081055,127.0214639,533.6157523,1385.3,99.4277459,황학동롯데캐슬,21,7,4,23,108.93,2333.93,3.38,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
롯데캐슬,33.62,3.166666667,37.57081055,127.0214639,533.6157523,1299.3,99.4277459,황학동롯데캐슬,21,7,4,23,108.74,2362.79,3.17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
리하우스(LEEHAUS),49.283,18.51388889,37.55991429,126.9666325,200.5556823,1422.1,114.0273568,한국경제신문사.서소문역사공원,102,32,89,7,109.1,2417.56,3.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
남산타운,59.94,15.90277778,37.54716677,127.0056772,153.7732237,1220.6,38.78579685,버티고개,30,13,28,6,106.06,2698.72,2.93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
남산타운,59.94,22.26388889,37.54716677,127.0056772,153.7732237,1281.6,38.78579685,버티고개,30,13,28,6,107.56,2628.34,3.03,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
래미안하이베르,84.97,23.125,37.56103798,127.0209858,524.9534945,1210.7,264.0077329,동화동,44,15,23,27,106.85,2703.24,2.98,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
덕수궁롯데캐슬,56.2897,23.52777778,37.56370849,126.970043,377.9433754,1309.6,109.1088259,경찰청.동북아역사재단,140,40,99,9,108.62,2479.57,3.27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
약수하이츠,57.63,20.53472222,37.5551916,127.0163594,358.1312623,1211.5,392.9343566,신당동대우푸르지오.금호여중,47,17,24,13,106.06,2698.72,2.93,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
황학아크로타워,84.962,42.08333333,37.56604198,127.0217218,191.4923448,1210.7,60.7880923,성동고등학교,24,8,5,23,106.85,2703.24,2.98,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
삼성V아파트A동,71.7,18.40277778,37.56147917,127.0159827,201.1764724,1225.4,115.7527868,신당동떡볶이타운.중구여성플라자,63,19,26,31,106.06,2698.72,2.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
청구e편한세상,84.96,18.89583333,37.55996016,127.015451,148.0705762,1241.1,70.23484134,청구역,63,20,29,31,108.74,2474.95,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
삼성,59.97,7.604166667,37.55853588,127.0184475,472.8633598,1218.3,25.03257628,신당동삼성아파트.금호여중,55,17,24,29,106.06,2698.72,2.93,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
중림동삼성사이버빌리지(임대,31.59,3.308125,37.55705256,126.9648438,297.1414915,1287.5,274.9700244,종근당.충정로역,68,27,71,4,108.74,2474.95,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
래미안하이베르,59.74,27.58333333,37.56103798,127.0209858,524.9534945,1434.8,264.0077329,동화동,44,15,23,27,109.21,2230.27,3.52,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
서울역센트럴자이,84.9918,44.02777778,37.55478004,126.9644582,546.5467807,1385.3,161.2238443,손기정체육공원입구,47,20,55,4,108.93,2333.93,3.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
남산롯데캐슬아이리스,103.49,71.875,37.55822471,126.9817445,310.7749621,1236.4,85.65990389,남산3호터널,163,48,118,11,106.85,2703.24,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
삼정아트테라스정동,14.2664,8.902777778,37.56325109,126.9720315,300.913761,1197.1,230.6842081,서소문KAL빌딩,143,42,101,11,105.3,2724.02,2.88,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
남산타운,84.88,19.55555556,37.54716677,127.0056772,153.7732237,1274.6,38.78579685,버티고개,30,13,28,6,107.56,2628.34,3.03,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
서울역센트럴자이,84.972,37.98854167,37.55478004,126.9644582,546.5467807,1256.9,161.2238443,손기정체육공원입구,47,20,55,4,107.56,2628.34,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
롯데캐슬,59.91,24.375,37.57081055,127.0214639,533.6157523,1299.8,99.4277459,황학동롯데캐슬,21,7,4,23,108.74,2362.79,3.17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
현대,79.11,9.774305556,37.56050431,127.0229705,642.5304145,1261.8,145.0156737,금호베스트빌.래미안하이베르,27,9,13,16,107.56,2628.34,3.03,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
충무로헤센스마트,19.76,13.50694444,37.56134257,126.9985981,399.4739357,1187.6,166.9549957,퇴계로5가,117,36,52,32,104.69,2865.55,2.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
진양상가,71.93,13.02083333,37.56242271,126.9959312,197.7903469,1300.6,65.48284526,충무로역8번출구.대한극장앞,129,37,71,25,108.74,2362.79,3.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
오렌지카운티을지로,12.43,6.208333333,37.56522767,127.0014111,351.9331046,1336.9,111.179738,베이튼호텔,90,33,49,30,108.62,2479.57,3.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
성요셉,68.0,6.25,37.55958973,126.9672208,251.4961267,1198.3,89.58760208,한국경제신문사.서소문역사공원,110,33,89,7,105.3,2724.02,2.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
남산타운,84.88,25.75,37.54716677,127.0056772,153.7732237,1302.7,38.78579685,버티고개,30,13,28,6,108.74,2362.79,3.17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
서울역센트럴자이,84.9918,40.38194444,37.55478004,126.9644582,546.5467807,1285.6,161.2238443,손기정체육공원입구,47,20,55,4,108.74,2474.95,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
한양I-Class,16.37,10.24305556,37.56710449,127.0232955,363.6031368,1275.5,29.19137096,황학동주민센터,23,7,4,23,107.56,2628.34,3.03,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
남산타운,114.88,23.16805556,37.54716677,127.0056772,153.7732237,1284.1,38.78579685,버티고개,30,13,28,6,108.74,2474.95,3.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
남산타운,84.88,34.375,37.54716677,127.0056772,153.7732237,1304.0,38.78579685,버티고개,30,13,28,6,108.74,2362.79,3.17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
남산타운,84.88,37.08333333,37.54716677,127.0056772,153.7732237,1404.2,38.78579685,버티고개,30,13,28,6,109.21,2230.27,3.52,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
약수하이츠,57.63,19.33333333,37.5551916,127.0163594,358.1312623,1404.2,392.9343566,신당동대우푸르지오.금호여중,47,17,24,13,109.21,2230.27,3.52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
한진해모로,27.27,2.390902778,37.56372841,127.0257107,329.2851317,1322.4,155.7631519,신당초등학교,18,7,4,16,109.1,2417.56,3.62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
삼성,59.98,23.75,37.55853588,127.0184475,472.8633598,1269.4,25.03257628,신당동삼성아파트.금호여중,55,17,24,29,106.85,2703.24,2.98,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
롯데캐슬,84.92,33.33333333,37.57081055,127.0214639,533.6157523,1404.2,99.4277459,황학동롯데캐슬,21,7,4,23,109.21,2230.27,3.52,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
남산타운(임대),32.76,1.400104167,37.54716677,127.0056772,153.7732237,1299.3,38.78579685,버티고개,30,13,28,6,108.74,2362.79,3.17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
청계리버팰리스A,26.35,11.45833333,37.56974678,127.0207291,466.3286253,1431.7,195.8442161,청계8가.영도교,23,7,4,23,109.21,2230.27,3.52,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
약수하이츠,84.88,21.45833333,37.5551916,127.0163594,358.1312623,1338.2,392.9343566,신당동대우푸르지오.금호여중,47,17,24,13,108.62,2479.57,3.27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
약수하이츠,57.63,12.67361111,37.5551916,127.0163594,358.1312623,1199.4,392.9343566,신당동대우푸르지오.금호여중,47,17,24,13,105.3,2724.02,2.88,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
브라운스톤(355-0),117.742,60.76388889,37.56081879,126.9682259,361.7916452,1277.0,23.851016,한국경제신문사.서소문역사공원,120,35,90,8,107.56,2628.34,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
쌍용남산플래티넘,177.0,40.27777778,37.5594119,126.9832199,325.4312475,1241.7,53.1320518,남산3호터널.서울애니메이션센터,175,51,123,11,106.06,2698.72,2.93,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
남산타운,84.88,37.53472222,37.54716677,127.0056772,153.7732237,1190.8,38.78579685,버티고개,30,13,28,6,104.69,2865.55,2.82,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
서제빌딩,21.45,10.17361111,37.56438992,127.0013309,356.6631034,1198.2,133.7108091,베이튼호텔,91,35,49,30,104.69,2865.55,2.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
롯데캐슬,84.89,25.88888889,37.57081055,127.0214639,533.6157523,1203.6,99.4277459,황학동롯데캐슬,21,7,4,23,106.06,2698.72,2.93,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
남산타운,84.88,30.625,37.54716677,127.0056772,153.7732237,1432.1,38.78579685,버티고개,30,13,28,6,109.21,2230.27,3.52,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
남산타운(임대),32.76,3.105902778,37.54716677,127.0056772,153.7732237,1351.4,38.78579685,버티고개,30,13,28,6,108.93,2333.93,3.38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
남산트라팰리스,126.78,96.18055556,37.55399468,126.9756127,300.4051187,1338.4,83.4997359,후암삼거리,115,37,95,8,109.1,2417.56,3.62,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
묵정,52.46,14.20138889,37.56070747,127.0000607,522.9444305,1196.9,185.8641739,퇴계로5가,115,37,59,31,105.3,2724.02,2.88,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
삼정아트테라스정동,17.7034,16.04166667,37.56325109,126.9720315,300.913761,1326.7,230.6842081,서소문KAL빌딩,143,42,101,11,108.62,2479.57,3.27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
약수하이츠,32.67,2.517013889,37.5551916,127.0163594,358.1312623,1200.0,392.9343566,신당동대우푸르지오.금호여중,47,17,24,13,104.69,2865.55,2.82,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
남산타운,59.94,29.58333333,37.54716677,127.0056772,153.7732237,1430.4,38.78579685,버티고개,30,13,28,6,109.21,2230.27,3.52,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
진양상가,95.8,4.788194444,37.56242271,126.9959312,197.7903469,1266.0,65.48284526,충무로역8번출구.대한극장앞,129,37,71,25,108.74,2474.95,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
신성아파트,82.61,17.39583333,37.56354625,126.995815,280.8598005,1261.8,177.8616882,충무로역8번출구.대한극장앞,131,36,71,27,107.56,2628.34,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
약수(372-13),50.81,17.08333333,37.55361232,127.0110574,95.05387544,1432.1,87.60643776,약수역4번출구.금호터널입구,54,19,30,10,109.21,2230.27,3.52,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
황학동코아루,84.95,35.76388889,37.56674344,127.0224778,281.0922481,1251.2,82.61857382,황학동주민센터,24,8,4,23,108.74,2474.95,3.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
롯데캐슬,59.91,26.21527778,37.57081055,127.0214639,533.6157523,1257.1,99.4277459,황학동롯데캐슬,21,7,4,23,108.74,2474.95,3.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
서울역한라비발디센트럴,84.9774,34.23611111,37.55457358,126.9658471,376.5303457,1194.6,37.00312507,손기정체육공원입구,67,24,65,4,105.3,2724.02,2.88,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
롯데캐슬,84.92,34.20138889,37.57081055,127.0214639,533.6157523,1202.4,99.4277459,황학동롯데캐슬,21,7,4,23,104.69,2865.55,2.82,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
이지마루오장,24.66,19.51388889,37.56438847,127.0019569,301.6097247,1228.7,90.55520884,베이튼호텔,91,35,49,30,106.06,2698.72,2.93,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
진양상가,71.93,16.02083333,37.56242271,126.9959312,197.7903469,1188.2,65.48284526,충무로역8번출구.대한극장앞,129,37,71,25,104.69,2865.55,2.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
약수하이츠,84.88,24.80555556,37.5551916,127.0163594,358.1312623,1194.2,392.9343566,신당동대우푸르지오.금호여중,47,17,24,13,104.69,2865.55,2.82,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
